brand,name,price,rating,ingredients
Lancôme,Hydra Zen Anti-Stress Glow Moisturizer,"Price
$45.00",4.8,"Aqua/Water/Eau, Glycerin, Pentylene Glycol, Octyldodecanol, Butylene Glycol, Caprylic/Capric Triglyceride, Butyrospermum Parkii Butter/Shea Butter, Simmondsia Chinensis Seed Oil/Jojoba Seed Oil, Beheneth-10, Squalane, Glycol Palmitate, Pca, Alanine, Cocos Nucifera Oil/Coconut Oil, Tocopherol, Macadamia Ternifolia Seed Oil, Hydroxyacetophenone, Sodium Polyacrylate, Sodium Hyaluronate, Sodium Pca, Sodium Lactate, Paeonia Suffruticosa Root Extract, Phenylalanine, Arginine, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Valine, Palmitoyl Tripeptide-8, Xanthan Gum, Menthol, Aloe Barbadensis Leaf Juice Powder, Propylene Glycol, Proline, Isoleucine, Aspartic Acid, Coriandrum Sativum Fruit Oil/Coriander Fruit Oil, Sorbitol, Serine, Threonine, Passiflora Edulis Seed Oil, Rosa Gallica Flower Extract, Histidine, Citric Acid, Prunus Armeniaca Kernel Oil/Apricot Kernel Oil, Dextran, Glycine, Parfum/Fragrance."
belif,Aqua + Cica Bomb Burst Of Soothing Hydration Set,"Price
$38.00
Market Value
($57 value)",5,"The true cream - aqua bomb: Aqua/Water, Dipropylene Glycol, Glycerin, Methyl Trimethicone, Alcohol Denat., Dimethicone, Cyclopentasiloxane, 1,2-Hexanediol, Caprylic/Capric Triglyceride, Pentaerythrityl Tetraethylhexanoate, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, Stellaria Media (Chickweed) Extract, Baptisia Tinctoria Root Extract, Calendula Officinalis Flower Extract, Nepeta Cataria Extract, Avena Sativa (Oat) Kernel Extract, Rubus Idaeus (Raspberry) Leaf Extract, Alchemillia Vulgaris Leaf Extract, Equisetum Arvense Leaf Extract, Urtica Dioica (Nettle) Leaf Extract, Butyrospermum Parkii (Shea) Butter, Panthenol, Ceramide NP, Cholesterol, Macadamia Ternifolia Seed Oil, Phenyl Trimethicone, Petaerythrityl Tetraisostearate, PEG-150, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, PEG-40 Hydrogenated Castor Oil, Dimethiconol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, C14-22 Alcohols, Polysorbate 60, Malachite Extract, Triethylhexanoin, Arachidyl Glucoside, Hydrogenated Lecithin, Glyceryl Stearate, Stearic Acid, PEG-100 Stearate, Polymethylsilsequioxane, Carbomer, Tromethamine, Trisodium EDTA, Fragrance/Parfum, Citral, Citronellol, Limonene, Geraniol, Linalool.

Aqua bomb cica cream - stress shooter: Aqua/Water, Glycerin, Cyclohexasiloxane, Propanediol, Polyglyceryl-4 Caprate, 1,2-Hexanediol, Hydrogenated Olive Oil Stearyl Esters, Hydrogenated Polydecene, Cetyl Palmitate, Panthenol, Madecassoside, Centella Asiatica Leaf Extract, Beta-Glucan, Rubus Idaeus (Raspberry) Leaf Extract, Nepeta Cataria Extract, Calendula Officinalis Flower Extract, Avena Sativa (Oat) Kernel Extract, Baptisia Tinctoria Root Extract, Stellaria Media (Chickweed) Extract, Urtica Dioica (Nettle) Leaf Extract, Equisetum Arvense Leaf Extract, Alchemilla Vulgaris Leaf Extract, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sorbitan Stearate, Sorbitan Isostearate, Caprylic/Capric Triglyceride, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Squalane, Butylene Glycol, Tridecyl Stearate, Tridecyl Trimellitate, Isohexadecane, Hydrogenated Vegetable Oil, Jojoba Esters, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Polyglyceryl-10 Stearate, Dipentaerythrityl Hexacaprylate/Hexacaprate, Hydrogenated Olive Oil Unsaponifiables, Trisodium EDTA, Polysorbate 60, Tocopherol, Citrus Aurantiolia (Lime) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Pelargonium Graveolens Flower Oil, Citral, Citronellol, Geraniol, Limonene, Linalool.

Hungarian water essence: Aqua/Water, Dipropylene Glycol, Glycerin, 1,2-Gexanediol, Rosmarinus Officinalis (Rosemary) Extract, Centella Asiatica Extract, Lavandula Angustifolia (Lavender) Extract, Salvia Officinalis (Sage) Leaf Extract, Melissa Officinalis Leaf Extract, Symphytum Officinale Leaf Extract, Achillea Millefolium Extract, Peaucedanum Graveolens (Dill) Extract, Alchemilla Vulgaris Extract, Rose Extract, Avena Sativa (Oat) Kernel Extract, Calendula Officinalis Flower Extract, Nepeta Cataria Extract, Rubus Idaeus (Raspberry) Leaf Extract, Baptisia Tinctoria Root Extract, Stellaria Media (Chickweed) Extract, Alchemilla Vulgaris Leaf Extract, Equisetum Arvense Leaf Extract, Urtica Dioica (Nettle) Leaf extract, Portulaca Oleracea Extract, Poncircus Trifoliata Fruit Extract, Sodium Hyaluronate, Butylene Glycol, Cyclopentasiloxane, Triethylhexanoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sclerotium Gum, Trisodium EDTA, Rosmarinus Officnalis (Rosemary) Leaf Oil, Citrus Aurantifolia (Lime) Oil, Pelargonium Graveolens Flower Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citronellol, Limonene.

Aqua bomb jelly cleanser: Aqua/Water, Glycerin, Potassium Cocoyl Glycinate, Coco-betaine, 1,2-Hexanediol, Potassium Cocoate, Lauramidopropyl Betaine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Stellaria Media (Chickweed) Extract, Alchemilla Vulgaris Leaf Extract, Equisetum Arvense Leaf Extract, Urtica Dioica (Nettle) Leaf Extract, Avena Sativa (Oat) Kernel Extract, Calendula Officinalis Flower Extract, Nepeta Cataria Extract, Rubus Idaeus (Raspberry) Leaf Extract, Baptisia Tinctoria Root Extract, Potassium Hydroxide, Sodium Chloride, Ethylhexylglycerin, Glyceryl Oleate, Coco-glucoside, Butylene Glycol, Tetrasodium EDTA, Malachite Extract, Citric Acid, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrua Aurantifolia (Lime) Oil, Pelargonium Graveolens Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Limonene, Citronellol, Geraniol, Citral."
Cetaphil,Moisturizing Lotion,"Sale Price
$9.79
Original Price
$13.99",4.2,"Purified Water, Glycerin, Hydrogenated Polyisobutene, Cetearyl Alcohol (and) Ceteareth-20, Macadamia Nut Oil, Dimethicone, Tocopheryl Acetate, Stearoxytrimethylsilane (and) Stearyl Alcohol, Panthenol, Farnesol, Benzyl Alcohol, Phenoxyethanol, Acrylates/C"
Keys Soulcare,Skin Transformation Cream,Only at Ulta Beauty,4.2,"Water (Aqua), Isohexadecane, Stearyl Heptanoate, Butylene Glycol, Glycerin, Isopropyl Isostearate, Niacinamide, Cetearyl Olivate , Aluminum Starch Octenylsuccinate, Dimethicone, Polymethylsilsesquioxane, Silica, Squalane, Stearic Acid, Trehalose, Bakuchiol, Ceramide NP, Ceramide AP, Ceramide EOP, Honey, Sodium Hyaluronate, Malachite Extract, Phytosphingosine, Panthenol (Vb5), Cholesterol, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Sorbitan Olivate, Polyacrylate-13 , Caprylyl Glycol, Polyisobutene, Sodium Lauroyl Lactylate, Polysorbate 20, Ethylhexylglycerin, Xanthan Gum, Carbomer, Fragrance (Parfum), Phenoxyethanol, Disodium EDTA."
Exuviance,AGE REVERSE Rebuild-5 Cream,"Price
$88.00",4.9,"Aqua/Water/Eau, Isohexadecane, Gluconolactone, Glycerin, Caprylic/Capric Triglyceride, Propanediol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Hydrogenated Palm Kernel Glycerides, Glycolic Acid, Glyceryl Dilaurate, Glyceryl Stearate SE, Acetyl Dipeptide-31 Amide, Acetyl Tyrosinamide, Butyrospermum Parkii (Shea) Butter, Paeonia Albiflora Root Extract, Tocopheryl Acetate, Squalane, Hydrogenated Palm Glycerides, Biosaccharide Gum-1, Isocetyl Stearoyl Stearate, Dimethicone, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, C12-15 Alkyl Benzoate, Ethylhexylglycerin, Cetearyl Alcohol, PEG-100 Stearate, Steareth-10, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Hydroxide, Silica, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isostearic Acid, Glyceryl Stearate, Sclerotium Gum, Caprylyl Glycol, PEG-40 Stearate, Disodium EDTA, Polysorbate 60, Ceteareth-20, Sorbitan Isostearate, Stearalkonium Hectorite, Propylene Carbonate, Isoceteth-10, Chlorphenesin, Phenoxyethanol, Parfum (Fragrance)."
Ursa Major,Golden Hour Recovery Cream,"Price
$48.00",4.7,"Aloe Barbadensis (Aloe Vera) Leaf Juice*, Helianthus Annuus (Sunflower) Seed Oil, Glyceryl Stearate Citrate, Cetearyl Alcohol, Leuconostoc/Radish Root Ferment Filtrate, Glycerin*, Limnanthes Alba (Meadowfoam) Seed Oil, Galactoarabinan, Cetyl Palmitate, Undecylenic Glycerides, Octyldodecanol, Ribes Nigrum (Black Currant) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Tocopherol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Hippophae Rhamnoides (Sea Buckthorn) Fruit Extract*, Santalum Spicatum (Sandalwood) Wood Oil, Rosa Damascena (Rose) Flower Oil*, Citrus Aurantium Amara (Neroli) Flower Oil*, Cymbopogon Martinii (Palmarosa) Leaf Oil, Calendula Officinalis (Calendula) Flower Extract*, Sodium Phytate, Sodium Anisate, Glyceryl Caprylate, Sclerotium Gum, Xanthan Gum, Alcohol, Citric Acid *Denotes Organic."
Clinique,Clinique For Men Oil Free Moisturizer,"Price
$31.00",4.7,"Water / Aqua / Eau, Isododecane, Butylene Glycol, Polypropylene, Dimethicone, Bis-PEG-18 Methyl Ether Dimethyl Silane, Glycerin, Ammonium Acryloyldimethyltaurate / VP Copolymer, Polygonum Cuspidatum Root Extract, Cucumis Sativus (Cucumber) Fruit Extract, Laminaria Saccharina Extract, Hordeum Vulgare (Barley) Extract / Extrait D'Orge, Saccharomyces Lysate Extract, Lactobacillus Ferment, Chamomilla Recutita (Matricaria), Helianthus Annuus (Sunflower) Seedcake, Caffeine, Sodium Hyaluronate, Trehalose, Oleth-10, Caprylyl Glycol, Polysilicone-11, Tocopheryl Acetate, Propylene Glycol Dicaprate, Hexylene Glycol, Laureth-23, Tromethamine, Laureth-4, Acrylates / C10-30 Alkyl Acrylate Crosspolymer, Silica, Disodium EDTA, Phenoxyethanol, Yellow 6 (CI 15985), Red 4 (CI 14700), Yellow 5 (CI 19140).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
Clinique,Clinique Smart Clinical MD Multi-Dimensional Age Transformer Resculpt,"Price
$69.00",4.2,"Water\Aqua\Eau, Glycerin, Caprylyl Methicone, Butylene Glycol, Alcohol Denat., Dimethicone, Isododecane, Peg-10 Dimethicone, Dipropylene Glycol, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Cucumis Melo (Melon) Fruit Extract, Persea Gratissima (Avocado) Oil, Saccharomyces Lysate Extract, Acetyl Glucosamine, Porphyridium Cruentum Extract, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetyl Hexapeptide-8, Palmitoyl Tetrapeptide-7, Acetyl Octapeptide-3, Cholesterol, Decarboxy Carnosine Hcl, Acetyl Carnitine Hcl, Caffeine, Creatine, Sigesbeckia Orientalis (St. Paul'S Wort) Extract, Palmitoyl Tripeptide-1, Polygonum Cuspidatum Root Extract, Centella Asiatica (Hydrocotyl) Extract, Glycine Soja (Soybean) Protein, Ergothioneine, Propylene Glycol Dicaprylate, PEG-150, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Jojoba Esters, Whey Protein\Lactis Protein\Protéine Du Petit-Lait, Adenosine Phosphate, Tocopheryl Acetate, Lactic Acid, Yeast Extract\Faex\Extrait De Levure, Linoleic Acid, Sodium Hyaluronate, Phytantriol, Glycine Soja (Soybean) Seed Extract, Disteardimonium Hectorite, Propylene Carbonate, Menthanediol, Hydroxypropyl Methylcellulose, Pullulan, Polyquaternium-51, Sodium Hydroxide, Calcium Chloride, Carbomer, Sea Whip Extract, Polysorbate 20, Caprylyl Glycol, Tetrahexyldecyl Ascorbate, Citric Acid, Potassium Sulfate, Sodium Hexametaphosphate, Sodium Citrate, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol."
OSEA,Atmosphere Protection Cream,"Price
$48.00",4.7,"Water, Algae Extract*, Coco-Caprylate/Caprate (Vegetable Glycerides), Macadamia Ternifolia (Macadamia) Seed Oil*, Sorbitan Olivate (Emulsifier From Olive Oil), Cetearyl Glucoside (Sugar & Coconut Glycolipid), Butyrospermum Parkii* (Shea Butter), Simmondsia Chinensis Seed (Jojoba) Oil*, Persea Gratissima (Avocado) Oil*, Tocopherol (Vitamin E), Calendula Officinalis Flower Extract*, L-Lysine Lauroyl Methionate (Amino Acid From Plants), Xanthan Gum, Laminaria Algae Extract, Gingko Biloba Leaf Extract, Chamomilla Recutita Flower Extract*, Lavandula Angustifolia (Lavender) Oil*, Pelargonium Graveolens (Geranium) Oil*, Magnesium Aluminum Silicate (Natural Smectite Clay), Citrus Grandis (Grapefruit) Peel Oil*, Potassium Sorbate, Glycine.

*Organic Ingredient"
Murad,Perfecting Day Cream Broad Spectrum SPF 30 / PA +++,"Price
$58.00",4.5,"Avobenzone (2.0%), Homosalate (6.5%), Octisalate (5.0%), Octinoxate (7.5%), Oxybenzone (4.0%). Inactive Ingredients: Water (Aqua), Butylene Glycol, Pentylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Diisopropyl Sebacate, Isodecyl Neopentanoate, Lauryl Lactate, Stearic Acid, Sorbitan Stearate, Cetearyl Alcohol, Ceteareth-20, Citrus Medica Limonum (Lemon) Peel Extract, Calendula Officinalis Flower Extract, Glycolipids, Sodium Hyaluronate, Lecithin, Tocopherol, Hydrogen Peroxide, Dipotassium Glycyrrhizate, Punica Granatum Extract, Magnesium Ascorbyl Phosphate, Hydrolyzed Soy Flour, Avena Sativa (Oat) Kernel Protein, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Vitis Vinifera (Grape) Seed Extract, Camellia Sinensis Leaf Extract, Oenothera Biennis (Evening Primrose) Oil, Borago Officinalis Seed Oil, Sodium PCA, Dimethicone, Ascorbyl Palmitate, Propylene Glycol, Carbomer, Sclerotium Gum, Aminomethyl Propanol, Chlorphenesin, Phenoxyethanol, Methylparaben, Propylparaben, Disodium EDTA, Linalool, Lavandula Angustifolia (Lavender) Oil."
Clarins,Extra-Firming Wrinkle Control Firming Day Cream All Skin Types,"Price
$88.00",4.3,"Aqua/Water/Eau, Isononyl Isononanoate, Dicaprylyl Carbonate, Dimethicone, Cetearyl Alcohol, Glycerin, Tapioca Starch, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Cetearyl Glucoside, Carbomer, Parfum/Fragrance, Phenoxyethanol, Butylene Glycol, Caprylyl Glycol, Avena Sativa (Oat) Kernel Extract, Ethylhexylglycerin, Tocopheryl Acetate, Disodium Edta, Sodium Hyaluronate, Sodium Hydroxide, Tocopherol, Anigozanthos Flavidus Extract, Caprylic/Capric Triglyceride, Betaine, Sorbitol, Diospyros Mespiliformis Leaf Extract, Maltodextrin, Sanicula Europaea Extract, Sodium Benzoate, Kalanchoe Pinnata Leaf Extract, Balanites Roxburghii Seed Oil, Mitracarpus Scaber Extract, Helianthus Annuus (Sunflower) Seed Oil, Citric Acid, Malpighia Emarginata (Acerola) Seed Extract, Lapsana Communis Flower/Leaf/Stem Extract, Furcellaria Lumbricalis Extract, Potassium Sorbate, CI 15985/Yellow 6, Maris Sal/Sea Salt/Sel Marin."
Mario Badescu,Collagen Moisturizer SPF 15,"Price
$24.00",4.2,"Active: Avobenzone 2%, Octinoxate 7.5%, Oxybenzone 5%.
Inactive: Aqua (Water, Eau), Hydrogenated Polyisobutene,Gossypium Herbaceum (Cotton) Seed Oil, Ethylhexyl, Methoxycrylene, Stearic Acid, Cetyl Alcohol, Soluble Collagen, Glyceryl Stearate, PEG-100 Stearate, Acrylates/C10-30 Alkyl Acrylate, Crosspolymer, Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Caprylyl Glycol, Hexylene Glycol."
Perricone MD,High Potency Classics Face Finishing & Firming Tinted Moisturizer SPF 30,"Price
$75.00",4.1,"Active Ingredient: Titanium Dioxide 4.2% Inactive Ingredients: Water/Aqua/Eau, Glycerin, Cyclopentasiloxane, Dimethicone, Pentylene Glycol, Ethylhexyl Methoxycrylene, Polyester-8, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Benzyl Alcohol, Aluminum Hydroxide, Stearic Acid, Iron Oxides ( CI 77491, CI 77492, CI 77499), Diethylhexyl Syringylidenemalonate, Hydrogenated Lecithin, Titanium Dioxide (CI 77891), Isohexadecane, Bisabolol, Mica (CI 77019), Tetrahexyldecyl Ascorbate, Phenoxyethanol, Silica Dimethyl Silytate, Polyester-1, Polysilicone-11, Polysorbate 60, Caprylic/Capric Triglyceride, Sodium Benzoate, Potassium Sorbate, Fragrance/ Parfum, Xanthan Gum, Hydrogenated Phosphatidylcholine Citronellol, Thioctic Acid, Geraniol, Astaxanthin, Hydroxycitronellal, Butylphenyl Methylpropional"
Cetaphil,UVA/UVB Defense SPF50 Daytime Moisturizer,"Sale Price
$11.75
Original Price
$16.79",3.9,"Active Ingredients: Octinoxate (7.5%), Octisalate (5%), Octocrylene (7%), Ocybenzone (6%), Titanium Dioxide (5.7%), Inactive Ingredients: Water, Propylene Glycol, Glycerin, Dimethicone, VP/Eicosene Copolymer, Cyclohexasiloxane, Stearic Acid, Potassium Cetyl Phosphate, Glyceryl Stearate, PEG 100 Stearate, Dimethiconol, Disodium EDTA, Tocopherol, Hydrogenated Soybean Oil, Triethanolamine, Phenoxyethanol, Ethylparaben, Chlorphenesin, Cetearyl Alcohol, Acrylates C10 30 Alkyl Acrylate Crosspolymer, Methylparaben, Xanthan Gum"
Kate Somerville,+Retinol Vitamin C Moisturizer,Online Only,3.6,"Aqua/Water/Eau, Neopentyl Glycol Diheptanoate, Caprylic/Capric Triglyceride, Propanediol, Cetearyl Alcohol, Cocoglycerides, Cetyl Esters, Parfum/Fragrance, Stearyl Alcohol, Glyceryl Stearate, Dimethicone, Tridecyl Neopentanoate, PPG-26-Buteth-26, Glycerin, Bis-Stearyl Dimethicone, Retinol, Ascorbic Acid, Tocopheryl Acetate, Panthenol, Physalis Angulata Extract, Volcanic Soil, Tocopherol, Adenosine, Hyaluronic Acid, Ethylhexylglycerin, Amylopectin, PEG-40 Stearate, PEG-40 Hydrogenated Castor Oil, 1,2-Hexanediol, Polyacrylate Crosspolymer-6, Polysorbate 20, Ceteareth-20, Polysilicone-11, Caprylhydroxamic Acid, Arachidyl Alcohol, T-butyl Alcohol, BHA, Citric Acid, Disodium EDTA, Cetyl Alcohol, BHT, Linalool, Limonene."
Hempz,CBD Thirsty Hydrating Facial Moisturizer SPF 30,"Sale Price
$19.60
Original Price
$28.00",4.3,NA
Urban Skin Rx,Radiant & Bright Glowing Moisturizer,"Sale Price
$16.09
Original Price
$22.99",4.4,"Water, Polyacrylate-13, Squalane, Shea Butter Ethyl Esters, Polyisobutene, Phenoxyethanol, Retinyl Palmitate, Citrus Aurantium Dulcis (Orange) Peel Oil, Xylitylglucoside, Anhydroxylitol, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Collagen Amino Acids, Polysorbate 20, Xylitol, Ethylhexylglycerin, Sodium Hyaluronate, Alpha-Arbutin, Glutathione, Kojic Acid, Niacinamide, Azelaic Acid, Tocopherol."
The Body Shop,Tea Tree Skin Mattifying Lotion,"Sale Price
$10.50
Original Price
$15.00",4,"Water, Cyclomethicone, Aluminum Starch Octenylsuccinate, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Acrylamide/Ammonium Acrylate Copolymer, Calophyllum Inophyllum Seed Oil, Polyisobutene, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salix Alba Extract, Polysorbate 20, Sorbitan Isostearate, Sodium Hydroxide, Limonene, Laureth-4, Citral, Leptospermum Petersonii (Lemon Tea Tree) Oil, Tocopherol."
Mario Badescu,Hydro Moisturizer With Vitamin C,"Price
$18.00",4.5,"Aqua (Water, Eau), Propylene Glycol, Paraffinum Liquidum (Mineral Oil, Huile Minérale), Squalane, Isopropyl Myristate, Glyceryl Stearate, Cymbopogon Schoenanthus Leaf Extract, Ascorbic Acid, Tocopherol, Cetyl Alcohol, Stearic Acid, Isododecane, Myristyl Lactate, Triethanolamine, Myristyl Alcohol, Dimethicone Crosspolymer-3, Propylparaben, Phenoxyethanol, Methylparaben, Diazolidinyl Urea."
Avène,Skin Recovery Cream RICH,Online Only,5,"Water (Avène Thermal Spring Water), Mineral Oil, Glycerin, Glyceryl Stearate, Squalane, Dimethicone, Behenyl Alcohol, Bth, Butyrospermum Parkll, Serine, Carbomer, Ozokerite, Tetrasodium Edta, Triethanolamine, Xanthan Gum."
L'Oréal,Collagen Moisture Filler Facial Day Night Cream,"Sale Price
$9.19
Original Price
$11.49",4.3,"Aqua / Water, Cyclohexasiloxane, Glycerin, Butyrospermum Parkii Butter / Shea Butter, Isohexadecane, Pentaerythrityl Tetraethylhexanoate, Dipropylene Glycol, Cera Alba / Beeswax, Stearic Acid, Palmitic Acid, Cyclopentasiloxane, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Peg-100 Stearate, Stearyl Alcohol, Glyceryl Stearate, Peg-20 Stearate, Boswelia Serrata Extract / Boswellia Serrata Extract, Manganese Gluconate, Soluble Collagen, Atelocollagen, Dimethiconol, Polysorbate 80, Pentaerythrityl Tetraisostearate, Tocopherol, Disodium Edta, Sodium Hydroxide, Silica Dimethyl Silylate, Sodium Chondroitin Sulfate, Phenoxyethanol, Methylparaben, Imidazolidinyl Urea, Potassium Sorbate, Parfum / Fragrance, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Benzyl Salicylate, Linalool, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Citronellol FiL# B29287/1."
Origins,GinZing Ultra-Hydrating Energy-Boosting Cream,"Price
$31.00",3.7,"Water\aqua\eau, glycerin, caprylic/capric triglyceride, c12-20 acid peg-8 ester, simmondsia chinensis (jojoba) seed oil**, caprylic/capric/myristic/stearic triglyceride, hydroxyethyl urea, cetyl alcohol, niacinamide, dimethicone, butylene glycol, sodium polyaspartate, ammonium acryloyldimethyltaurate/vp copolymer, citrus limon (lemon) peel oil*, citrus grandis (grapefruit) peel oil*, mentha viridis (spearmint) leaf oil*, citrus aurantium dulcis (orange) peel oil*, limonene, linalool, citral, panax ginseng (ginseng) root extract, hordeum vulgare (barley) extract\extrait d'orge, salicylic acid, algae extract, linoleic acid, caffeine, sucrose**, cucumis sativus (cucumber) fruit extract, trehalose, ophiopogon japonicus root extract, sorbitol, phospholipids, tocopheryl acetate, tocopherol, coffea arabica (coffee) seed oil, arginine, sodium hyaluronate, butyrospermum parkii (shea butter), helianthus annuus (sunflower) seedcake, squalane, ethylhexylglycerin, caprylyl glycol, peg-100 stearate, glyceryl stearate, potassium cetyl phosphate, acrylates/c10-30 alkyl acrylate crosspolymer, behenyl alcohol, xanthan gum, carbomer, sodium hydroxide, disodium edta, chlorphenesin, potassium sorbate, phenoxyethanol.

* essential oil
**organic jojoba oil, organic sucrose (brown sugar)

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients."
No7,Radiance+ Vitamin C Daily Brightening Moisturizer,"Sale Price
$14.69
Original Price
$20.99",4.7,"Aqua (Water/Eau), Glycerin, Caprylic/capric triglyceride, Butylene glycol, Dimethicone, Ethylhexyl stearate, Sodium polyacrylate, Alcohol denat., Ascorbyl glucoside, Acrylates/C10-30 alkyl acrylate crosspolymer, Phenoxyethanol, Panthenol, Tocopheryl acetate, Polysorbate 20, Xanthan gum, Parfum (Fragrance), Potassium hydroxide, Caprylyl glycol, Sodium benzoate, Propylene glycol, Ethylhexylglycerin, Tetrasodium EDTA, Panax ginseng root extract, Morus alba leaf extract, Methyl benzoate, CI 19140 (Yellow 5), CI 14700 (Red 4)."
