brand,name,price,rating,ingredients,contains_parabens
EstÃ©e Lauder,Revitalizing Supreme+ Global Anti-Aging Cell Power CrÃ¨me,88.0,4.1,"Water\Aqua\Eau, Dimethicone, Glycerin, Isohexadecane, Butylene Glycol, Bis-PEG-18 Methyl Ether Dimethyl Silane, PEG-10 Dimethicone, Disteardimonium Hectorite, Pentylene Glycol, Cucumis Sativus (Cucumber) Fruit Extract, Narcissus Tazetta Bulb Extract, Magnolia Officinalis Bark Extract, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Sigesbeckia Orientalis (St. Paul's Wort) Extract, Lens Esculenta (Lentil) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Whey Protein\Lactis Protein\Proteine Du Petit-Lait, Citrullus Vulgaris (Watermelon) Fruit Extract, Moringa Oleifera Seed Extract, Laminaria Digitata Extract, Triticum Vulgare (Wheat) Germ Extract, Opuntia Tuna Extract, Acetyl Hexapeptide-8, Sorbitol, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Algae Extract, Sodium Hyaluronate, Sodium Lactate, Squalane, Polysilicone-11, Isododecane, Tocopheryl Acetate, Sucrose, Acetyl Glucosamine, Polyethylene, Propylene Carbonate, Citric Acid, PEG-32, Propylene Glycol Dicaprate, PEG-6, Isoceteth-20, Sodium Dehydroacetate, Aminopropyl Ascorbyl Phosphate, Fragrance (Parfum), Sodium PCA, Sodium Citrate, Disodium EDTA, BHT, Phenoxyethanol, Iron Oxides (CI 77491).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0
First Aid Beauty,Hello FAB Coconut Water Cream,34.0,4.0,"Cocos Nucifera (Coconut) Fruit Juice, Glucose, Maltodextrin, Water/Aqua/Eau, Dimethicone, Cyclopentasiloxane, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cocos Nucifera (Coconut) Fruit Extract, Alteromonas Ferment Filtrate, Pyrus Malus (Apple) Fruit Extract, Prunus Armeniaca (Apricot) Fruit Extract, Vanilla Planifolia Fruit Extract, Sodium Hyaluronate, Sea Salt (Maris Sal, Sal Marin), Lycium Barbarum Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Dipteryx Odorata Seed Extract, Coffea Arabica (Coffee) Seed Extract, Caprylyl Glycol, Caprylic/Capric Triglyceride, Butylene Glycol, Hydrogenated Polydecene, Dimethicone Crosspolymer, Dipropylene Glycol, Cetyl Diglyceryl Tris(Trimethylsiloxy)silylethyl Dimethicone, Phenoxyethanol, Laureth-8.",0
LancÃ´me,RÃ¨nergie Lift Multi-Action Ultra Face Cream SPF 30,109.0,4.7,"Active Ingredients: Avobenzone 3%, Octisalate 5%, Octocrylene 7%.

Inactive Ingredients: Water, Glycerin, Dimethicone, Isononyl Isononanoate, Propanediol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol Denat., Bis-Peg-18 Methyl Ether Dimethyl Silane, Polyglyceryl-6 Distearate, Jojoba Esters, Tocopherol, Limnanthes Alba (Meadowfoam) Seed Oil, Acacia Decurrens Flower Wax, Guanosine, Cyathea Medullaris Leaf Extract, Sodium Hyaluronate, Hydrolyzed Linseed Extract, Sodium Hydroxide, Sodium Dodecylbenzenesulfonate, Sodium Benzoate, Red 33, Sodium Levulinate, Phenoxyethanol, Adenosine, Peg-8 Laurate, Helianthus Annuus (Sunflower) Seed Wax, Polyglyceryl-3 Beeswax, Polyglycerin-3, Ammonium Acryloyldimethyltaurate/Steareth-25 Methacrylate Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Limonene, Xanthan Gum, Benzyl Alcohol, Cinnamic Acid, Leontopodium Alpinum Flower/Leaf Extract, Capryloyl Salicylic Acid, Caprylyl Glycol, Geraniol, Disodium Stearoyl Glutamate, Disodium Edta, Cetyl Alcohol, Citric Acid, Potassium Sorbate, Scutellaria Baicalensis Root Extract, Levulinic Acid, Styrene/Acrylates Copolymer, Glyceryl Caprylate, Fragrance.",0
Olay,Collagen Peptide 24 Moisturizer,38.99,4.4,"Water, Glycerin, Niacinamide, Isohexadecane, Dimethicone, Isopropyl Isostearate, Stearyl Alcohol, Polyacrylamide, Panthenol*, Palmitoyl Pentapeptide-4**, Tremella Fuciformis Sporocarp Extract, Tapioca Starch, C13-14 Isoparaffin, Caprylyl Glycol, Dimethiconol, Laureth-7, Cetearyl Alcohol, Cetearyl Glucoside, Palmitic Acid, Stearic Acid, Cetyl Alcohol, Behenyl Alcohol, Disodium EDTA, PEG-100 Stearate, Titanium Dioxide, Polymethylsilsesquioxane, 1,2-Hexanediol, Phenoxyethanol.

*Pro-Vitamin B5
**Peptide",0
Pacifica,Wake Up Beautiful Overnight Retinoid Cream,24.0,4.8,"Aqua, Glyceryl Stearate SE, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Coco-Caprylate/Caprate, Cetyl Esters, Hydroxypinacolone Retinoate, Inonotus Obliquus (Mushroom) Extract, Melatonin, Chenopodium Quinoa Seed Oil, Rosa Damascena Flower Water, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Jasminum Officinale (Jasmine) Flower Extract, Lavandula Angustifolia (Lavender) Flower Extract, Rose Extract, Paeonia Officinalis Flower Extract, Prunus Serrulata Flower Extract, Sambucus Nigra Flower Extract, Rosa Damascena Flower Oil, Tocopherol (Vitamin E), Caprylic/Capric Triglyceride, Dimethyl Isosorbide*, Sclerotium Gum, Potassium Sorbate, Sodium Benzoate, Citric Acid, Phenoxyethanol, Ethylhexylglycerin.

*Vegetable Source",0
e.l.f. Cosmetics,Fragrance Free Holy Hydration! Face Cream,12.0,4.5,"Water (Aqua), Isohexadecane, Stearyl Heptanoate, Glycerin, Butylene Glycol, Isopropyl Isostearate, Niacinamide, Cetearyl Olivate, Trehalose, Squalane, Dimethicone, Stearic Acid, Aluminum Starch Octenylsuccinate, Polymethylsilsesquioxane, Silica, Sodium Hyaluronate, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Panthenol (Vb5), Sorbitan Olivate, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Polyethylene, Disodium EDTA, Polyacrylate-13, Polyisobutene, Polysorbate 20, Caprylyl Glycol, Phenoxyethanol, Ethylhexylglycerin, Carbomer.",0
No7,Lift & Luminate Triple Action Day Cream SPF 30,26.99,4.3,"Aqua (Water), C12-15 Alkyl Benzoate, Glycerin, Tribehenin, Alcohol Denat., Dimethicone, Butylene Glycol, Aluminum Starch Octenylsuccinate, Mica, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Cetearyl Glucoside, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, Potassium Cetyl Phosphate, Methylparaben, Dimethiconol, Ascorbyl Glucoside, Parfum (Fragrance), Propylene Glycol, Xanthan Gum, Ethylparaben, Pentylene Glycol, Sodium Hyaluronate, Tocopheryl Acetate, Hibiscus Abelmoschus Extract, Retinyl Palmitate, Phyllanthus Emblica Fruit Extract, Hydrolyzed Rice Protein, Tetrasodium EDTA, Sorbitan Laurate, T-Butyl Alcohol, Potassium Hydroxide, Carbomer, Panax Ginseng Root Extract, Dipropylene Glycol, Dimethylmethoxy Chromanol, Polysorbate 20, Hydroxyethylcellulose, Acetyl Dipeptide-1 Cetyl Ester, Morus Alba Leaf Extract, Silica, Sodium Benzoate, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, CI 77891 (Titanium Dioxide).",1
Olay,Regenerist Micro Sculpting Cream,28.99,4.6,"Water, Glycerin, Isohexadecane, Niacinamide, Isopropyl Isostearate, Aluminum Starch Octenylsuccinate, Nylon-12, Dimethicone, Panthenol, Tocopheryl Acetate, Palmitoyl Pentapeptide-4, Sodium Peg-7 Olive Oil Carboxylate, Sodium Hyaluronate, Caprylic/Capric Triglyceride, Ceratonia Siliqua (Carob) Fruit Extract, Stearyl Alcohol, Polyethylene, Cetyl Alcohol, Behenyl Alcohol, Sodium Acrylates Copolymer, Titanium Dioxide, Benzyl Alcohol, Methylparaben, Ethylparaben, Dimethiconol, Polyacrylamide, Fragrance, Peg-100 Stearate, Propylparaben, Cetearyl Glucoside, Cetearyl Alcohol, C13-14 Isoparaffin, Disodium Edta, Citric Acid, Stearic Acid, Palmitic Acid, C12-13 Pareth-3, Laureth-7, Sodium Hydroxide, Mica.",1
La Roche-Posay,Toleriane Ultra Face Moisturizer for Sensitive Skin,29.99,4.5,"Aqua/Water, Isocetyl Stearate, Squalane, Butyrospermum Parkii Butter/Shea Butter, Dimethicone, Glycerin, Aluminum Starch Octenylsccinate, Pentylene Glycol, PEG-100 Stearate, Glyceryl Stearate, Cetyl Alcohol, Dimethiconol, Sodium Hydroxide, Acetyl Dipetide-1 Cetyl Ester, Acrylates/C10-30 Alkyl Acrylate Crosspolymer.",0
Tula,Protect + Plump Firming & Hydrating Face Moisturizer,58.0,4.2,"Aqua/Water/Eau, Squalane, Caprylic/Capric Triglyceride, Glycerin, Lactococcus Ferment Lysate, Isoamyl Laurate, Cetearyl Olivate, Butyrospermum Parkii (Shea) Butter, Pseudozyma Epicola/Argania Spinosa Kernel Oil/Olive Fruit Oil/Sunflower Seed Oil/(Angelica Gigas/Licorice/Lithospermum Erythrorhizon) Root Ferment Extract Filtrate, Sorbitan Olivate, Lycium Barbarum Fruit Extract, Copper Palmitoyl Heptapeptide-14, Heptapeptide-15 Palmitate, Honey (Mel), Phospholipids, Betaine, Niacinamide, Sodium Phytate, Sorbitol, Gluconolactone, Lactic Acid, Phosphatidylcholine, Sesamum Indicum (Sesame) Seed Extract, Tremella Fuciformis Sporocarp Extract, Dehydroacetic Acid, Docosahexaenoic Acid, Sphingolipids, Xanthan Gum, Pinus Pinaster Extract (Pinus Pinaster Bark Extract), Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Hyaluronic Acid, Eicosapentaenoic Acid, Lactic Acid/Glycolic Acid Copolymer, Caprylyl Glycol, Sodium Hyaluronate Crosspolymer, Tocopherol, Tetrasodium Glutamate Diacetate, Tocopheryl Acetate, Hydrolyzed Sodium Hyaluronate, Calcium Gluconate, Glyceryl Caprylate, Polyvinyl Alcohol, Phenylpropanol, Phytosphingosine, Curcuma Longa (Turmeric) Root Extract, Dimethylmethoxy Chromanol, Ascorbyl Palmitate, Lecithin, Hydrogenated Palm Glycerides, Phenoxyethanol, Tetrahexyldecyl Ascorbate, Potassium Sorbate, Carbomer, Cetyl Palmitate, Propanediol, Sodium Chloride, Dimethyl Isosorbide, Sorbitan Palmitate, Cetyl Alcohol, Pentylene Glycol, Sodium Hydroxide, Sodium Benzoate, Ethylhexylglycerin.",0
CANNUKA,Harmonizing Face Cream,58.0,4.3,"Water/Aqua, Glycerin, Polyglyceryl-6 Distearate, Caprylic/Capric Triglyceride, Cetyl Alcohol, Dicaprylyl Ether, Cannabis Sativa (Hemp) Seed Oil, Stearic Acid, Rosa Moschata (Rosehip) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Phenoxyethanol, Sodium Hyaluronate, Tocopheryl Acetate, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Caprylyl Glycol, Sodium Stearoyl Glutamate, Panthenol, Xanthan Gum, Carbomer, Tocopherol, Ethylhexylglycerin, Cera Alba (Beeswax), Cannabis Sativa (Hemp) Extract, Honey (Mel), Hexylene Glycol, Citrus Paradisi (Grapefruit) Oil, Malva Sylvestris (Mallow) Flower/Leaf/Stem Extract, Aloe Barbadensis Leaf Juice, Potassium Hydroxide, Sodium Phytate.

Allergens: Limonene, Citral and Linalool",0
Mario Badescu,Hyaluronic Dew Cream,26.0,3.3,"Hyaluronic Dew Cream: Aqua (Water, Eau), Aloe Barbadensis Leaf Juice, Pentylene Glycol, Neopentyl Glycol Diheptanoate, Glycerin, Isododecane, Caprylic/Capric Glycerides, Squalane, Sodium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Extract, Thymus Vulgaris (Thyme) Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Silica, Propylene Glycol, Phenoxyethanol, Isohexadecane, Polyacrylate-13, Polyisobutene, Ammonium Acryloyldimethyltaurate/VP Copolymer, Chlorphenesin, Caprylyl Glycol, Polysorbate 60, Sorbitan Isostearate, BHT, Polysorbate 20, Citric Acid, Potassium Sorbate, Sodium Benzoate",0
Dermalogica,Calm Water Gel,50.0,4.6,"Water/Aqua/Eau, Glycerin, Aloe Barbadensis (Aloe) Leaf Juice, Dimethicone, Butylene Glycol, Pyrus Malus (Apple) Fruit Extract, 1,2-Hexanediol, Diethylhexyl Carbonate, Opuntia Ficus-Indica Stem Extract, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Hydrolyzed Sodium Hyaluronate, Lavandula Angustifolia (Lavender) Flower Extract, Stearyl Heptanoate, Cetyl PEG/PPG-10/1 Dimethicone, Hydroxyacetophenone, Sea Salt, Dimethicone Crosspolymer, Stearyl Caprylate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Potassium Sorbate, Citric Acid, Sodium Benzoate, Disodium Phosphate, Linalool,* Limonene.*

*Linalool and Limonene have not been added to the formula, but are natural components of the Lavender essential oil in the formula.",0
Beekman 1802,Bloom Cream Daily Probiotic Moisturizer,54.0,4.5,"Water (Aqua), Coconut Alkanes, Coco-Caprylate, Propanediol, Magnesium Sulfate, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Caprae Lac (Goat Milk), Colostrum, Bifida Ferment Lysate, Lactose, Milk Protein, Aloe Barbadensis Leaf Extract, Honey, Eryngium Alpinum (Blue Thistle) Flower Extract, Cucumis Sativus (Cucumber) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Symphytum Officinale (Comfrey) Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Niacinamide, Whey Protein, Gluconolactone, Caprylic/Capric Triglyceride, Coco-Caprylate/Caprate, Polyglyceryl-3 Oleate, Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate, Zinc Stearate, Glycerin, Sodium Benzoate, Calcium Gluconate, Tocopherol, C10-18 Triglycerides, Lecithin...and kindness.",0
Neutrogena,Rapid Wrinkle Repair Regenerating Cream,33.99,4.3,"Water, Pentaerythrityl Tetraethylhexanoate, Glycerin, Dimethicone, PPG 15 Stearyl Ether, Stearyl Alcohol, Cetearyl Alcohol, Butylene Glycol, Glyceryl Behenate, Ceteareth 20, Isohexadecane, Dimethicone Crosspolymer, Cyclopentasiloxane, Polyethylene, Sodium Polyacrylate, Phenoxyethanol, Caprylyl Glycol, Sodium Acryloyldimethyltaurate/VP Crosspolymer, Polyacrylamide, PTFE, C13-14 Isoparaffin, Chlorphenesin, Polysorbate 20, Hydrolyzed Myrtus Communis Leaf Extract, Retinol, BHT, Sodium Hyaluronate, Disodium EDTA, Sodium Hydroxide, Laureth-7, Ascorbic Acid.",0
EstÃ©e Lauder,DayWear Multi-Protection Anti-Oxidant 24H-Moisture CrÃ¨me Broad Spectrum SPF 15,35.0,4.1,"Active: Avobenzone 3.00%, Octisalate 5.00%. Inactive: Water\Aqua\Eau, Dimethicone, Butyloctyl Salicylate, Butylene Glycol, Polyester-8, Cetyl Ricinoleate, Steareth-21, Steareth-2, Di-C12-15 Alkyl Fumarate, Caprylic/Capric/Myristic/Stearic Triglyceride, Polysilicone-11, Psidium Guajava (Guava) Fruit Extract, Gentiana Lutea (Gentian) Root Extract, Polygonum Cuspidatum Root Extract, Stearyl Alcohol, Hordeum Vulgare (Barley) Extract\Extrait D'orge, Laminaria Ochroleuca Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Artemia Extract, Fumaria Officinalis Flower/Leaf/Stem Extract, Caffeine, Pentylene Glycol, Citrus Medica Limonum (Lemon) Fruit Extract, Hydrolyzed Rice Extract, Vitis Vinifera (Grape) Seed Extract, Hydrolyzed Rice Bran Extract, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Thermus Thermophillus Ferment, Behenyl Alcohol, Acrylic Acid/VP Crosspolymer, Triacontanyl PVP, Glycerin, C12-15 Alkyl Benzoate, Linoleic Acid, Cholesterol, Squalane, Sodium PCA, 1,2-Hexanediol, Urea, Caprylic/Capric Triglyceride, Dipropylene Glycol Dibenzoate, Tocopheryl Acetate, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Tetrahexyldecyl Ascorbate, Sodium Hyaluronate, Ergothioneine, Isohexadecane, PPG-15 Stearyl Ether Benzoate, Glycyrrhetinic Acid, Trehalose, Polyquaternium-51, Polysorbate 80, Lecithin, Hydrogenated Lecithin, Fumaric Acid, Palmitoyl Hydroxypropyltrimonium Amylopectin/Glycerin Crosspolymer, Caprylyl Glycol, Cyclodextrin, Sodium Hydroxide, Nordihydroguaiaretic Acid, Sodium Chloride, Ascorbyl Tocopheryl Maleate, Fragrance (Parfum), Citric Acid, Ethylbisiminomethylguaiacol Manganese Chloride, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Disodium EDTA, BHT, Sodium Dehydroacetate, Phenoxyethanol, Blue 1 (CI 42090), Yellow 5 (CI 19140), Chromium Hydroxide Green (CI 77289).

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",0
Mario Badescu,Oil Free Moisturizer SPF 30,28.0,3.7,"Active: Avobenzone 3%, Homosalate 5%, Octinoxate 7.5%, Octisalate 5%, Oxybenzone 5%.
Inactive: Aqua (Water, Eau), Isononyl Isononanoate, Ethylhexyl Methoxycrylene, Glycerin, Stearic Acid, Cetyl Alcohol, Aloe Barbadensis Leaf Juice, Camellia Oleifera Leaf Extract, Hypericum Perforatum Extract, Ethylhexylglycerin, Glyceryl Stearate, PEG-100 Stearate, Carbomer, Parfum (Fragrance), Phenoxyethanol, Sodium Hydroxide.",0
Philosophy,Ultimate Miracle Worker SPF 30,78.0,4.5,"Active Ingredients: Avobenzone (2.7%), Octinoxate (6.99%), Octocrylene (2%).
Inactive Ingredients: Water, C12-15 Alkyl Benzoate, Carthamus Tinctorius (Safflower) Oleosomes, Glycerin, Cyclopentasiloxane, Butylene Glycol, Methyl Gluceth-20, Gluconolactone, Polyacrylamide, Hydrogenated Lecithin, Cyclohexasiloxane, Cetyl Alcohol, Bifida Ferment Lysate, Phenoxyethanol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, C13-14 Isoparaffin, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Benzoate, Sodium Hydroxide, Laureth-7, Glycine Soja (Soybean) Oil, Fragrance, Iris Pallida Root Extract, Ruby Powder, Disodium Edta, Gluconic Acid, Alcohol, Mica, Lecithin, Adenosine, Cellulose Gum, Retinol, Peg-8, Polysorbate 20, BHT, Chitosan, Ethylhexylglycerin, Glycolic Acid, Sorbitan Oleate, Calcium Gluconate, Tocopherol, Behentrimonium Chloride, Sodium Bicarbonate, Ascorbyl Palmitate, Beta-Glucan, Potassium Phosphate, Caprylyl Glycol, 1,2-Hexanediol, Camellia Sinensis Leaf Extract, Coffea Arabica (Coffee) Seed Extract, Pongamia Pinnata Seed Extract, Isopropyl Alcohol, Acetic Acid, Angelica Archangelica Root Extract, Benzoic Acid, Citrus Aurantium Amara (Bitter Orange) Peel Extract, Maltodextrin, Citric Acid, Magnesium Aluminum Silicate, Xanthan Gum, Lactic Acid, Ascorbic Acid, Sclerotium Gum, BHA, Sorbic Acid, Titanium Dioxide (Ci 77891).",0
La Roche-Posay,Effaclar Mat Daily Face Moisturizer for Oily Skin,31.99,4.4,"Aqua/Water, Glycerin, Dimethicone, Isocetyl Stearate, Alcohol Denat., Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Methyl Methacrylate Crosspolymer, Butylene Glycol, PEG-100 Stearate, Cocamide Mea, Sarcosine, Glyceryl Stearate, Triethanolamine, Isohexadecane, Perlite, Capryloyl Salicylic Acid, Tetrasodium EDTA, Pentylene Glycol, Polysorbate 80, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Parfum/Fragrance.",0
Aveeno,Calm + Restore Oat Gel Moisturizer,9.99,4.3,"Water, Glycerin, Dimethicone, Cetearyl Olivate, Avena Sativa (Oat) Kernel Flour, Sorbitan Olivate, Polyacrylamide, Synthetic Beeswax, Phenoxyethanol, C13-14 Isoparaffin, Butylene Glycol, Dimethicone Crosspolymer, Panthenol, Chlorphenesin, Dimethiconol, Carbomer, Laureth-7, Chrysanthemum Parthenium (Feverfew) Flower/Leaf/Stem Juice, Ethylhexylglycerin, Sodium Hydroxide, Avena Sativa (Oat) Kernel Extract, Centella Asiatica Extract.Indications/Uses Prebiotic Oat: Soothes skin & Helps nourish skin's moisture barrier
Feverfew: Calms skin",0
It Cosmetics,Confidence In A Gel Lotion Oil-Free Moisturizer,42.0,4.6,"Aqua / Water / Eau, Glycerin, Dimethicone, Propanediol, Dimethicone/PEG-10/15 Crosspolymer, Polymethylsilsesquioxane, Phenoxyethanol, Citric Acid, Sodium Chloride, Chlorphenesin, Sodium Citrate, P-Anisic Acid, Disodium EDTA, PEG-10 Dimethicone, Tocopherol, Sodium Hyaluronate, Sodium Hydroxide, Aloe Barbadensis Leaf Juice, Adenosine, Dipropylene Glycol, Propylene Glycol, Cereus Grandiflorus Flower Extract / Cactus Flower Extract, Ceteareth-25, Soluble Collagen, Glucose, Sodium Benzoate, Lactic Acid, CI 19140 / Yellow 5, Cetyl Alcohol, Potassium Sorbate, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Ceramide NP, Behenic Acid, Cholesterol, Trisodium EDTA, Ceramide NS, Ethylhexylglycerin, Ceramide AP, Ceramide EOP, Ceramide EOS, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Ascorbyl Palmitate. D227948/1.",0
bareMinerals,Butter Drench Restorative Rich Cream,38.0,4.6,"Water (Aqua/Eau), Glycerin, Butylene Glycol, Dimethicone, Pentaerythrityl Tetraethylhexanoate, Propanediol, Tricaprylin, Glyceryl Stearate SE, Cetyl Alcohol, Silica, Myristyl Myristate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire De Carnauba), Hydrogenated Polyisobutene, Hydrogenated Polydecene, Behenyl Alcohol, Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer, Isostearic Acid, Stearyl Alcohol, Urea, Glucosamine HCL, Algae Extract, Saccharomyces Cerevisiae Extract, Sodium PCA, Allantoin, Ethylhexylglycerin, Lauryl Betaine, Sodium Citrate, Disodium EDTA, Sorbitan Tristearate, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Alcohol, Citric Acid, Carbomer, Polysorbate 20, Sodium Hyaluronate, Hypericum Erectum Extract, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Ceramide NP, Tocopherol, Fragrance (Parfum), Geraniol, Limonene, Linalool, Citral, Sodium Benzoate, Phenoxyethanol.",0
Kiehl's Since 1851,Super Multi-Corrective Anti-Aging Face and Neck Cream,68.0,4.7,Aqua / Water / Eau Glycerin Dicaprylyl Ether Butyrospermum Parkii Butter / Shea Butter Hydroxypropyl Tetrahydropyrantriol Isononyl Isononanoate Propylene Glycol Isopropyl Isostearate Cetyl Alcohol Dimethicone Behenyl Alcohol Candelilla Cera / Candelilla Wax / Cire De Candelilla Glyceryl Stearate Stearic Acid Hydroxyethylpiperazine Ethane Sulfonic Acid Palmitic Acid Phenoxyethanol Cetearyl Alcohol Citric Acid Carbomer Capryloyl Salicylic Acid Sodium Hydroxide Caprylyl Glycol Peg-100 Stearate Vigna Aconitifolia Seed Extract Tocopherol Xanthan Gum Cetearyl Glucoside Sodium Cocoyl Glutamate Sodium Hyaluronate Disodium Edta Pentylene Glycol Jasminum Officinale Flower Extract / Jasmine Flower Extract Myristic Acid Rosmarinus Officinalis Leaf Oil / Rosemary Leaf Oil Adenosine Inonotus Obliquus (Mushroom) Extract Limonene Linalool Pelargonium Graveolens Flower Oil Lavandula Angustifolia Oil / Lavender Oil Rosa Damascena Flower Oil.,0
AvÃ¨ne,Skin Recovery Cream,35.0,4.9,"Water (AvÃ¨ne Thermal Spring Water), Mineral Oil, Glycerin, Glyceryl Stearate, Squalane, Cyclopentasiloxane, Clycohexasiloxane, Serine, Carbomer, Tetrasodium EDTA, Triethanolamine.",0
Beekman 1802,Milk Primer SPF 35 2-in-1 Daily Defense Sunscreen & Makeup Perfecter,25.0,4.5,"Active: Zinc Oxide 13%.
Inactive: Water (Aqua), Caprae Lac (Goat Milk), Colostrum, BiÂ¿da Ferment Lysate, Lactose, Milk Protein, Aloe Barbadensis Leaf Juice, Caprylyl Glycol, Carthamus Tinctorius (SafÂ¿ower) Oleosomes, Chamomilla Recutita (Matricaria) Flower Extract, Cocos Nucifera (Coconut) Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Symphytum OfÂ¿cinale (Comfrey) Leaf Extract, Honey, Eryngium Maritimum (Blue Thistle) Extract, Shea Butter Ethyl Esters, Hydrolyzed Milk Protein, Bentonite, Butyloctyl Salicylate, Caprylhyxdroxamic Acid, Capryloyl Glycerin/Sebacic Acid Copolymer, Cetearyl Alcohol, Citric Acid, Cyclodextrin, Diheptyl Succinate, Glycerin, Glyceryl Stearate Citrate, Glyceryl Caprylate, Hydrolyzed Wheat Protein/PVP Crosspolymer, Propanediol, Sodium Gluconate, Sodium Stearoyl Glutamate, Tocopherol...and kindness.",0
SUNDAY RILEY,C.E.O. Vitamin C Rich Hydration Moisturizing Cream,65.0,3.9,"Water/Eau/Aqua, Squalane, Dicaprylyl Carbonate, Tetrahexyldecyl Ascorbate, C10-18 Triglycerides, PEG-8 Beeswax, Polyglyceryl-6 Distearate, Tapioca Starch, Hydrogenated Vegetable Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Citric Acid, PPG-12 SMDI Copolymer, Glycerin, Citrus Tangerina (Tangerine) Peel Oil, Sodium Acrylates Copolymer, Bisabolol, Jojoba Esters, Tocopherol, Caprylic/Capric Triglyceride, Limonene, Phenoxyethanol, Lecithin, Nylon-12, Rosa Centifolia Flower Wax, Rosa Damascena Flower Wax, Sodium Phytate, Cetyl Alcohol, Polyglyceryl-3 Beeswax, Butylene Glycol, Caprylyl Glycol, Alcohol Denat, Chlorphenesin, Microcitrus Australasica (Lime Pearl) Fruit Extract, Polymethylsilsesquioxane, Terminalia Ferdinandiana Fruit (Kakadu Plum) Extract, Butyrospermum Parkii (Shea) Butter Extract, Camellia Sinensis (Green Tea) Leaf Extract, Citrus Junos (Yuzu) Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Euterpe Oleracea (Acai) Fruit Extract, Lippia Citriodora (Lemon Verbena) Flower Extract, Oenothera Biennis (Evening Primrose) Seed Extract, Rosa Canina (Rosehips) Fruit Extract, Alteromonas Ferment Extract, Benzyl Alcohol, Sodium Hyaluronate, Linalool, Dehydroacetic Acid.",0
